datasetTitle,source
"International aid disbursed to total education, UNESCO to Vietnam (USD million)",1
"International aid disbursed to total education, UNICEF (excluding Japan funds) to Guinea Bissau (USD million)",1
"International aid disbursed to total education, UNICEF to Burkina Faso (USD million)",1
"International aid disbursed to total education, UNICEF to Cambodia (USD million)",1
"International aid disbursed to total education, UNICEF to Cameroun (USD million)",1
"International aid disbursed to total education, UNICEF to Côte d'Ivoire (USD million)",1
"International aid disbursed to total education, UNICEF to Djibouti (USD million)",1
"International aid disbursed to total education, UNICEF to Ethiopia (USD million)",1
"International aid disbursed to total education, UNICEF to Georgia (USD million)",1
"International aid disbursed to total education, UNICEF to Guinea (USD million)",1
"International aid disbursed to total education, UNICEF to Kyrgyzstan (USD million)",1
"International aid disbursed to total education, UNICEF to Laos (USD million)",1
"International aid disbursed to total education, UNICEF to Liberia (USD million)",1
"International aid disbursed to total education, UNICEF to Malawi (USD million)",1
"International aid disbursed to total education, UNICEF to Mauritania (USD million)",1
"International aid disbursed to total education, UNICEF to Moldova (USD million)",1
"International aid disbursed to total education, UNICEF to Mozambique (USD million)",1
"International aid disbursed to total education, UNICEF to Niger (USD million)",1
"International aid disbursed to total education, UNICEF to Rwanda (USD million)",1
"International aid disbursed to total education, UNICEF to Senegal (USD million)",1
"International aid disbursed to total education, UNICEF to Sierra Leone (USD million)",1
"International aid disbursed to total education, UNICEF to Tajikistan (USD million)",1
"International aid disbursed to total education, UNICEF to Timor-Leste (USD million)",1
"International aid disbursed to total education, UNICEF to Vietnam (USD million)",1
"International aid disbursed to total education, UNICEF to Zambia (USD million)",1
"International aid disbursed to total education, USAID to Afghanistan (USD million)",1
"International aid disbursed to total education, USAID to Cambodia (USD million)",1
"International aid disbursed to total education, USAID to Côte d'Ivoire (USD million)",1
"International aid disbursed to total education, USAID to Djibouti (USD million)",1
"International aid disbursed to total education, USAID to Ethiopia (USD million)",1
"International aid disbursed to total education, USAID to Georgia (USD million)",1
"International aid disbursed to total education, USAID to Liberia (USD million)",1
"International aid disbursed to total education, USAID to Malawi (USD million)",1
"International aid disbursed to total education, USAID to Mozambique (USD million)",1
"International aid disbursed to total education, USAID to Rwanda (USD million)",1
"International aid disbursed to total education, USAID to Senegal (USD million)",1
"International aid disbursed to total education, USAID to Tajikistan (USD million)",1
"International aid disbursed to total education, USAID to Timor-Leste (USD million)",1
"International aid disbursed to total education, USAID to Vietnam (USD million)",1
"International aid disbursed to total education, USAID to Zambia (USD million)",1
"International aid disbursed to total education, WFP to Cambodia (USD million)",1
"International aid disbursed to total education, WFP to Djibouti (USD million)",1
"International aid disbursed to total education, WFP to Ethiopia (USD million)",1
"International aid disbursed to total education, WFP to Laos (USD million)",1
"International aid disbursed to total education, WFP to Malawi (USD million)",1
"International aid disbursed to total education, WFP to Mauritania (USD million)",1
"International aid disbursed to total education, WFP to Niger (USD million)",1
"International aid disbursed to total education, WFP to Tajikistan (USD million)",1
"International aid disbursed to total education, World Bank (IDA) to Djibouti (USD million)",1
"International aid disbursed to total education, World Bank (IDA) to Timor-Leste (USD million)",1
"International aid disbursed to total education, World Bank (including the Global Partnership for Education) to Sierra Leone (USD million)",1
"International aid disbursed to total education, World Bank to Afghanistan (USD million)",1
"International aid disbursed to total education, World Bank to Albania (USD million)",1
"International aid disbursed to total education, World Bank to Cambodia (USD million)",1
"International aid disbursed to total education, World Bank to Cameroun (USD million)",1
"International aid disbursed to total education, World Bank to Côte d'Ivoire (USD million)",1
"International aid disbursed to total education, World Bank to Djibouti (USD million)",1
"International aid disbursed to total education, World Bank to Ethiopia (USD million)",1
"International aid disbursed to total education, World Bank to Georgia (USD million)",1
"International aid disbursed to total education, World Bank to Guinea (USD million)",1
"International aid disbursed to total education, World Bank to Kyrgyzstan (USD million)",1
"International aid disbursed to total education, World Bank to Laos (USD million)",1
"International aid disbursed to total education, World Bank to Liberia (USD million)",1
"International aid disbursed to total education, World Bank to Malawi (USD million)",1
"International aid disbursed to total education, World Bank to Moldova (USD million)",1
"International aid disbursed to total education, World Bank to Mozambique (USD million)",1
"International aid disbursed to total education, World Bank to Rwanda (USD million)",1
"International aid disbursed to total education, World Bank to Tajikistan (USD million)",1
